34,call,invite,RelatedTo
34,thing,affair,RelatedTo
34,feel,know,RelatedTo
34,see,know,RelatedTo
33,thou,your,RelatedTo
33,leaf,hair,RelatedTo
33,eye,die,RelatedTo
33,swamp,moorland,RelatedTo
33,time,season,RelatedTo
33,big,thick,RelatedTo
33,defend,preserve,RelatedTo
33,wrong,guilty,RelatedTo
32,master,chieftain,RelatedTo
32,hear,obey,RelatedTo
32,stab,pierce,RelatedTo
31,seed,bone,RelatedTo
31,swim,row,RelatedTo
31,wet,raw,RelatedTo
31,cut,kill,RelatedTo
31,sick,painful,RelatedTo
31,i,we,RelatedTo
31,piss,shit,RelatedTo
31,that,he,RelatedTo
31,find,see,RelatedTo
30,hip,buttocks,RelatedTo
30,coconut,water,RelatedTo
30,hole,nest,RelatedTo
30,fingernail,paw,RelatedTo
30,feather,fur,RelatedTo
30,split,tear,RelatedTo
30,jaw,cheek,RelatedTo
30,walk,leave,RelatedTo
29,saucer,dish,RelatedTo
29,fast,soon,RelatedTo
29,grandfather,grandchild,RelatedTo
29,become,happen,RelatedTo
29,country,world,RelatedTo
29,howl,shriek,RelatedTo
29,cousin,brother,RelatedTo
28,earth,mainland,RelatedTo
28,tall,loud,RelatedTo
28,clean,holy,RelatedTo
28,full,turtle,RelatedTo
28,leg,bone,RelatedTo
28,bow,arch,RelatedTo
28,feather,leaf,RelatedTo
28,cattle,animal,RelatedTo
28,small,young,RelatedTo
28,stand,cease,RelatedTo
28,stove,fireplace,RelatedTo
27,spear,wood,RelatedTo
27,language,mouth,RelatedTo
27,rope,rattan,RelatedTo
27,open,untie,RelatedTo
27,wing,leaf,RelatedTo
27,hut,room,RelatedTo
27,egg,fruit,RelatedTo
27,big,powerful,RelatedTo
27,sweep,wipe,RelatedTo
27,sit,remain,RelatedTo
27,push,refuse,RelatedTo
27,father-in-law,son-in-law,RelatedTo
26,sap,water,RelatedTo
26,hill,elevation,RelatedTo
26,liver,heart,RelatedTo
26,send,command,RelatedTo
26,forest,bush,RelatedTo
26,wind,cold,RelatedTo
26,earth,dust,RelatedTo
26,weigh,pull,RelatedTo
26,dig,drop,RelatedTo
26,accuse,condemn
26,believe,think,RelatedTo
25,evil,severe,RelatedTo
25,root,vein,RelatedTo
25,nipple,udder,RelatedTo
25,cultivate,plant,RelatedTo
25,manner,custom,RelatedTo
25,bridge,ladder,RelatedTo
25,frost,cold,RelatedTo
25,cease,do,RelatedTo
25,gather,join,RelatedTo
25,edge,end,RelatedTo
24,louse,pregnant,RelatedTo
24,plain,pasture,RelatedTo
24,pinch,press,RelatedTo
24,cook,fat,RelatedTo
24,sink,dive,RelatedTo
24,pursue,dispel,RelatedTo
24,ditch,furrow,RelatedTo
24,cheap,easy,RelatedTo
24,dust,fog,RelatedTo
24,admit,obey,RelatedTo
24,word,book,RelatedTo
24,swelling,itch,RelatedTo
24,faeces,dung,RelatedTo
24,share,separate,RelatedTo
24,soul,heart,RelatedTo
24,measure,count,RelatedTo
24,say,announce,RelatedTo
24,twist,bend,RelatedTo
24,cousin,sibling,RelatedTo
24,high,long,RelatedTo
24,wrong,fault,RelatedTo
24,daughter-in-law,son-in-law
23,pour,irrigate
23,floor,world,RelatedTo
23,sail,row,RelatedTo
23,talk,chat,RelatedTo
23,spit,vomit,RelatedTo
23,see,meet,RelatedTo
23,hear,feel,RelatedTo
23,turn,change,RelatedTo
23,granddaughter,nephew,RelatedTo
23,son-in-law,daughter-in-law
22,fish,five,RelatedTo
22,weigh,stretch,RelatedTo
22,people,clan,RelatedTo
22,statue,idol,RelatedTo
22,mainland,land,RelatedTo
22,i,eat,RelatedTo
22,small,shallow,RelatedTo
22,slow,silence,RelatedTo
22,my,our,RelatedTo
22,try,check,RelatedTo
22,cooked,cook,RelatedTo
22,guess,seem,RelatedTo
21,burning,ripen,RelatedTo
21,adze,battle-axe
21,darkness,hit,RelatedTo
21,husband,male,RelatedTo
21,condemn,adjudicate
21,flow,float,RelatedTo
21,message,news,RelatedTo
21,village,country,RelatedTo
21,keep,guard,RelatedTo
21,straight,smooth,RelatedTo
21,split,tear,RelatedTo
21,daughter,woman,RelatedTo
21,sway,swing,RelatedTo
21,good,healthy,RelatedTo
21,twist,squeeze,RelatedTo
21,flat,straight,RelatedTo
21,ask,pray,RelatedTo
21,many,enough,RelatedTo
21,cousin,sister,RelatedTo
21,daughter-in-law,son-in-law
20,paddle,spade,RelatedTo
20,fur,skin,RelatedTo
20,voice,throat,RelatedTo
20,earth,camp,RelatedTo
20,husband,male,RelatedTo
20,wing,fin,RelatedTo
20,name,eye,RelatedTo
20,low,shallow,RelatedTo
20,road,manner,RelatedTo
20,pain,disease,RelatedTo
20,blunt,blind,RelatedTo
20,early,fast,RelatedTo
20,big,tall,RelatedTo
20,fish,meat,RelatedTo
20,happy,like,RelatedTo
20,grandson,niece,RelatedTo
19,seed,heavy,RelatedTo
19,fireplace,oven,RelatedTo
19,tree,post,RelatedTo
19,sink,drowned,RelatedTo
19,shelf,board,RelatedTo
19,plain,valley,RelatedTo
19,wife,female,RelatedTo
19,lead,drive,RelatedTo
19,edge,mouth,RelatedTo
19,float,row,RelatedTo
19,crab,snail,RelatedTo
19,teach,read,RelatedTo
19,bake,fry,RelatedTo
19,wrap,fold,RelatedTo
19,emerge,visible,RelatedTo
19,we,eat,RelatedTo
19,suck,pull,RelatedTo
19,early,three,RelatedTo
19,fast,hurry,RelatedTo
19,only,alone,RelatedTo
19,uncle,brother,RelatedTo
18,ram,he-goat
18,he-goat,goat,RelatedTo
18,sausage,intestines,RelatedTo
18,blood,night,RelatedTo
18,horn,corner,RelatedTo
18,bite,itchy,RelatedTo
18,dwell,in,RelatedTo
18,light,burning,RelatedTo
18,relatives,clan,RelatedTo
18,crouch,sit,RelatedTo
18,quarrel,battle,RelatedTo
18,expensive,precious,RelatedTo
18,inside,at,RelatedTo
18,people,citizen,RelatedTo
18,grind,squeeze,RelatedTo
18,more,crowd,RelatedTo
18,order,govern,RelatedTo
18,late,slow,RelatedTo
18,seem,visible,RelatedTo
18,belt,strap,RelatedTo
18,behind,afterwards,RelatedTo
18,bury,hide,RelatedTo
18,yam,taro
18,carry,get,RelatedTo
18,similar,seem,RelatedTo
18,give,put,RelatedTo
17,bark,scale,RelatedTo
17,penis,egg,RelatedTo
17,adobe,house,RelatedTo
17,expensive,holy,RelatedTo
17,medicine,tree,RelatedTo
17,seed,eye,RelatedTo
17,summit,tip,RelatedTo
17,shade,soul,RelatedTo
17,guard,herd,RelatedTo
17,armpit,crow,RelatedTo
17,lazy,sloth,RelatedTo
17,south,midday,RelatedTo
17,oar,spade,RelatedTo
17,read,calculate,RelatedTo
17,thunder,bolt,RelatedTo
17,defend,rescue,RelatedTo
17,sink,choke,RelatedTo
17,sun,god,RelatedTo
17,feather,wool,RelatedTo
17,wing,arm,RelatedTo
17,jump,dance,RelatedTo
17,drip,flow,RelatedTo
17,ant,termite,RelatedTo
17,fast,sharp,RelatedTo
17,rug,blanket,RelatedTo
17,ground,country,RelatedTo
17,build,produce,RelatedTo
17,salty,sour,RelatedTo
17,borrow,ask,RelatedTo
17,correct,yes,RelatedTo
17,want,like,RelatedTo
17,neck,betelnut,RelatedTo
16,hair,hatch,RelatedTo
16,money,iron,RelatedTo
16,do,repair,RelatedTo
16,write,painting,RelatedTo
16,take,tooth,RelatedTo
16,mouth,door,RelatedTo
16,beak,lip,RelatedTo
16,cup,dish,RelatedTo
16,paddle,shovel,RelatedTo
16,high,loud,RelatedTo
16,dew,fog,RelatedTo
16,move,mix,RelatedTo
16,resemble,match,RelatedTo
16,earth,field,RelatedTo
16,faithful,certain,RelatedTo
16,stranger,guest,RelatedTo
16,cultivate,dig,RelatedTo
16,accuse,convict,RelatedTo
16,loud,hard,RelatedTo
16,weak,lazy,RelatedTo
16,fortress,tower,RelatedTo
16,where,whither,RelatedTo
16,walk,come,RelatedTo
16,knock,strike,RelatedTo
16,pull,lead,RelatedTo
16,copper,iron,RelatedTo
16,grief,anxiety,RelatedTo
16,steal,hide,RelatedTo
16,roll,wrap,RelatedTo
16,seem,emerge,RelatedTo
16,keep,own,RelatedTo
16,our,your,RelatedTo
16,mother-in-law,daughter-in-law,RelatedTo
16,aunt,sister,RelatedTo
16,plantain,hair,RelatedTo
16,hair,plantain,RelatedTo
16,fur,plantain,RelatedTo
15,latch,doorpost
15,sickle,wood,RelatedTo
15,lung,thirsty,RelatedTo
15,dog,jaguar,RelatedTo
15,chicken,springtime,RelatedTo
15,wool,hair,RelatedTo
15,fever,fire,RelatedTo
15,leaf,write,RelatedTo
15,vine,rope,RelatedTo
15,guard,preserve,RelatedTo
15,study,announce
15,knead,rub,RelatedTo
15,drink,smoke,RelatedTo
15,tie,knit,RelatedTo
15,new,heart,RelatedTo
15,forest,grass,RelatedTo
15,work,affair,RelatedTo
15,near,short,RelatedTo
15,spirit,breath,RelatedTo
15,armour,weapons,RelatedTo
15,big,fat,RelatedTo
15,dig,scratch,RelatedTo
15,build,do,RelatedTo
15,cold,fresh,RelatedTo
15,immediately,fast,RelatedTo
15,rise,grow,RelatedTo
15,proud,boast,RelatedTo
15,knock,strike,RelatedTo
15,fight,kill,RelatedTo
15,thief,steal,RelatedTo
15,whisper,mumble,RelatedTo
15,clean,good,RelatedTo
15,many,full,RelatedTo
15,grief,regret,RelatedTo
15,head,end,RelatedTo
15,prisoner,prison,RelatedTo
15,again,and,RelatedTo
15,late,after,RelatedTo
15,wheat,barley,RelatedTo
15,want,ask,RelatedTo
15,grandmother,mother-in-law,RelatedTo
15,son-in-law,daughter-in-law
15,father-in-law,son-in-law,RelatedTo
14,book,transport,RelatedTo
14,prepare,repair,RelatedTo
14,cave,bitter,RelatedTo
14,club,tree,RelatedTo
14,bird,tooth,RelatedTo
14,clay,land,RelatedTo
14,flow,walk,RelatedTo
14,yam,belly,RelatedTo
14,cut,slaughter,RelatedTo
14,stone,my,RelatedTo
14,moon,noon,RelatedTo
14,deep,early,RelatedTo
14,rule,command,RelatedTo
14,mother,your,RelatedTo
14,have,nose,RelatedTo
14,affair,business,RelatedTo
14,clean,white,RelatedTo
14,play,dance,RelatedTo
14,judgment,adjudicate
14,untie,undress
14,belly,guts,RelatedTo
14,cloak,coat,RelatedTo
14,arrive,approach,RelatedTo
14,hard,dry,RelatedTo
14,believe,obey,RelatedTo
14,have,rich,RelatedTo
14,rule,lead,RelatedTo
14,help,rescue,RelatedTo
14,gather,sweep,RelatedTo
14,lift,take,RelatedTo
14,follow,hunt,RelatedTo
14,locust,grasshopper,RelatedTo
14,carry,buy,RelatedTo
14,centipede,scorpion,RelatedTo
14,twist,bend,RelatedTo
14,edge,top,RelatedTo
14,dirty,ugly,RelatedTo
14,scabies,ringworm
14,knock,beat,RelatedTo
14,feel,understand,RelatedTo
14,hear,think,RelatedTo
14,grandfather,father-in-law,RelatedTo
14,explain,say,RelatedTo
14,far,that,RelatedTo
14,father-in-law,mother-in-law,RelatedTo
14,mother-in-law,daughter-in-law,RelatedTo
14,daughter-in-law,mother-in-law,RelatedTo
14,where,which,RelatedTo
14,father-in-law,son-in-law,RelatedTo
14,because,if,RelatedTo
14,stone,pandanus,RelatedTo
13,fog,harmattan
13,seed,testicles,RelatedTo
13,louse,womb,RelatedTo
13,club,wood,RelatedTo
13,cotton,thread,RelatedTo
13,name,egg,RelatedTo
13,wing,write,RelatedTo
13,nose,cape,RelatedTo
13,send,sew,RelatedTo
13,bead,iron,RelatedTo
13,seed,day,RelatedTo
13,side,milk,RelatedTo
13,blood,meat,RelatedTo
13,speech,preach,RelatedTo
13,blunt,deaf,RelatedTo
13,vein,tendon,RelatedTo
13,work,plant,RelatedTo
13,waist,hip,RelatedTo
13,ripe,white,RelatedTo
13,stab,pound,RelatedTo
13,lift,build,RelatedTo
13,smooth,correct,RelatedTo
13,rescue,preserve,RelatedTo
13,sing,read,RelatedTo
13,often,water,RelatedTo
13,gather,fold,RelatedTo
13,grind,sharpen,RelatedTo
13,grain,fruit,RelatedTo
13,flow,go,RelatedTo
13,say,language,RelatedTo
13,melt,change,RelatedTo
13,banyan,fig,RelatedTo
13,measure,try,RelatedTo
13,feel,smell,RelatedTo
13,slave,prisoner,RelatedTo
13,morning,seven,RelatedTo
13,big,fat,RelatedTo
13,neck,bone,RelatedTo
13,frost,cold,RelatedTo
13,imitate,try,RelatedTo
13,person,husband,RelatedTo
13,towel,rag,RelatedTo
13,rise,stand,RelatedTo
13,turn,translate,RelatedTo
13,hold,preserve,RelatedTo
13,look,old,RelatedTo
13,weak,tired,RelatedTo
13,enter,set,RelatedTo
13,go,ride,RelatedTo
13,feel,learn,RelatedTo
13,ask,listen,RelatedTo
13,last,behind,RelatedTo
13,top,end,RelatedTo
13,certain,correct,RelatedTo
13,whale,shark,RelatedTo
13,how,which,RelatedTo
13,give,do,RelatedTo
13,daughter-in-law,father-in-law,RelatedTo
13,we,our,RelatedTo
13,aunt,mother,RelatedTo
12,thou,red,RelatedTo
12,testicles,breadfruit
12,break,snapp
12,thou,eat,RelatedTo
12,mouth,yam,RelatedTo
12,scatter,plant,RelatedTo
12,thorn,bone,RelatedTo
12,seed,bow,RelatedTo
12,river,drink,RelatedTo
12,field,furrow,RelatedTo
12,send,weave,RelatedTo
12,take,yam,RelatedTo
12,dry,liver,RelatedTo
12,line,furrow,RelatedTo
12,shell,skin,RelatedTo
12,name,ear,RelatedTo
12,borrow,deep,RelatedTo
12,burn,arson,RelatedTo
12,weave,build,RelatedTo
12,earthworm,roundworm
12,corpse,bone,RelatedTo
12,bone,shin,RelatedTo
12,price,wages,RelatedTo
12,high,cake,RelatedTo
12,beak,tooth,RelatedTo
12,darkness,throw,RelatedTo
12,ash,white,RelatedTo
12,cook,produce,RelatedTo
12,deaf,pull,RelatedTo
12,road,footprint,RelatedTo
12,new,burning,RelatedTo
12,suck,smoke,RelatedTo
12,belly,intestines,RelatedTo
12,sleep,our,RelatedTo
12,bridge,day,RelatedTo
12,line,thread,RelatedTo
12,ditch,river,RelatedTo
12,end,fringe,RelatedTo
12,cloud,storm,RelatedTo
12,darkness,obscure,RelatedTo
12,squeeze,strain,RelatedTo
12,scold,curse,RelatedTo
12,fruit,meat,RelatedTo
12,river,sea,RelatedTo
12,leave,drive,RelatedTo
12,believe,letter,RelatedTo
12,thing,tool,RelatedTo
12,look,preserve,RelatedTo
12,take,mouth,RelatedTo
12,master,teacher,RelatedTo
12,stone,hill,RelatedTo
12,crooked,wrong,RelatedTo
12,take,trap,RelatedTo
12,peel,scrape,RelatedTo
12,rule,own,RelatedTo
12,prepare,produce,RelatedTo
12,do,produce,RelatedTo
12,shoot,pull,RelatedTo
12,relatives,brother,RelatedTo
12,above,peak,RelatedTo
12,weave,twist,RelatedTo
12,relatives,sibling,RelatedTo
12,fowl,rooster,RelatedTo
12,twist,wrap,RelatedTo
12,big,old,RelatedTo
12,mud,swamp,RelatedTo
12,black,green,RelatedTo
12,poor,difficult,RelatedTo
12,mistake,miss,RelatedTo
12,name,one,RelatedTo
12,refuse,forbid,RelatedTo
12,groan,shriek,RelatedTo
12,mother-in-law,son-in-law,RelatedTo
12,blue,black,RelatedTo
12,call,ask,RelatedTo
12,get,own,RelatedTo
12,yellow,white,RelatedTo
12,father-in-law,grandfather,RelatedTo
12,how,where,RelatedTo
12,mother-in-law,daughter-in-law,RelatedTo
12,explain,tell,RelatedTo
12,son-in-law,father-in-law,RelatedTo
11,bone,launder,RelatedTo
11,rope,launder,RelatedTo
11,vegetables,dog,RelatedTo
11,blue,unripe,RelatedTo
11,mast,post,RelatedTo
11,beeswax,earwax
11,new,firewood,RelatedTo
11,drip,pour,RelatedTo
11,steel,jug,RelatedTo
11,yolk,yellow,RelatedTo
11,vomit,two,RelatedTo
11,spider,swell,RelatedTo
11,destroy,rub,RelatedTo
11,weather,world,RelatedTo
11,country,floor,RelatedTo
11,shoulder,wing,RelatedTo
11,board,slab,RelatedTo
11,right,fruit,RelatedTo
11,mother,thumb,RelatedTo
11,hole,lair,RelatedTo
11,hunt,dispel,RelatedTo
11,sharp,tooth,RelatedTo
11,eat,your,RelatedTo
11,who,sleep,RelatedTo
11,raw,soup,RelatedTo
11,sew,stab,RelatedTo
11,kiss,smell,RelatedTo
11,village,people,RelatedTo
11,waist,back,RelatedTo
11,divide,steal,RelatedTo
11,spoon,paddle,RelatedTo
11,board,floor,RelatedTo
11,gather,mow,RelatedTo
11,bitter,sharp,RelatedTo
11,clean,beautiful,RelatedTo
11,beeswax,candle,RelatedTo
11,show,teach,RelatedTo
11,taste,hear,RelatedTo
11,sickle,scythe,RelatedTo
11,mix,stir,RelatedTo
11,say,burn,RelatedTo
11,bruise,scar,RelatedTo
11,good,good-looking,RelatedTo
11,sweet,fragrant,RelatedTo
11,mud,dirty,RelatedTo
11,destroy,damage,RelatedTo
11,sky,up,RelatedTo
11,imitate,learn,RelatedTo
11,stinking,smell,RelatedTo
11,high,big,RelatedTo
11,cease,end,RelatedTo
11,vulture,hawk,RelatedTo
11,pay,sell,RelatedTo
11,week,seven,RelatedTo
11,thigh,buttocks,RelatedTo
11,this,he,RelatedTo
11,bait,trap,RelatedTo
11,our,me,RelatedTo
11,straight,good,RelatedTo
11,answer,promise,RelatedTo
11,have,in,RelatedTo
11,hear,feel,RelatedTo
11,give,hear,RelatedTo
11,my,your,RelatedTo
11,now,this,RelatedTo
11,our,their,RelatedTo
11,grandmother,mother-in-law,RelatedTo
11,bring,give,RelatedTo
11,now,soon,RelatedTo
10,dung,spicy,RelatedTo
10,spicy,walk,RelatedTo
10,lung,foam,RelatedTo
10,teach,liver,RelatedTo
10,heart,firewood,RelatedTo
10,club,breast,RelatedTo
10,daughter-in-law,knife,RelatedTo
10,ointment,oil,RelatedTo
10,yam,fell,RelatedTo
10,louse,four,RelatedTo
10,dog,drum,RelatedTo
10,wet,taro,RelatedTo
10,leather,goat,RelatedTo
10,hut,adobe,RelatedTo
10,custom,law,RelatedTo
10,tool,weapons,RelatedTo
10,mountain,nose,RelatedTo
10,buttocks,faeces,RelatedTo
10,alcohol,mead,RelatedTo
10,dry,teach,RelatedTo
10,waist,spine,RelatedTo
10,cheap,light,RelatedTo
10,blood,year,RelatedTo
10,shout,pour,RelatedTo
10,name,water,RelatedTo
10,short,wood,RelatedTo
10,clay,floor,RelatedTo
10,vine,vein,RelatedTo
10,beeswax,ointment,RelatedTo
10,calf,meat,RelatedTo
10,rotten,salt,RelatedTo
10,seven,iron,RelatedTo
10,horn,tooth,RelatedTo
10,i,fish,RelatedTo
10,name,fire,RelatedTo
10,lock,iron,RelatedTo
10,swelling,boil,RelatedTo
10,yam,yes,RelatedTo
10,build,mold,RelatedTo
10,ground,mainland,RelatedTo
10,fever,shiver,RelatedTo
10,canoe,ship,RelatedTo
10,ox,ram,RelatedTo
10,sharp,wind,RelatedTo
10,hoe,spade,RelatedTo
10,moon,stone,RelatedTo
10,star,seven,RelatedTo
10,teach,announce
10,sick,body,RelatedTo
10,faithful,correct,RelatedTo
10,seize,buy,RelatedTo
10,roar,rustle,RelatedTo
10,mother,female,RelatedTo
10,rough,wave,RelatedTo
10,alcohol,beverage,RelatedTo
10,shoot,strike,RelatedTo
10,dark,blind,RelatedTo
10,long,taste,RelatedTo
10,stick,tree,RelatedTo
10,fast,hot,RelatedTo
10,tell,speech,RelatedTo
10,bite,my,RelatedTo
10,stomach,heart,RelatedTo
10,suck,eat,RelatedTo
10,bite,cut,RelatedTo
10,axe,saw,RelatedTo
10,inside,stomach,RelatedTo
10,wound,bruise,RelatedTo
10,know,study,RelatedTo
10,weigh,count,RelatedTo
10,bird,tree,RelatedTo
10,copper,steel,RelatedTo
10,pumpkin,melon,RelatedTo
10,hunt,pursue,RelatedTo
10,shake,swing,RelatedTo
10,rise,leave,RelatedTo
10,dry,thin,RelatedTo
10,rotten,smell,RelatedTo
10,pot,dish,RelatedTo
10,tooth,bone,RelatedTo
10,country,area,RelatedTo
10,rub,wash,RelatedTo
10,shine,light,RelatedTo
10,forest,mountain,RelatedTo
10,carry,seize,RelatedTo
10,early,immediately,RelatedTo
10,say,convey,RelatedTo
10,pointed,top,RelatedTo
10,day,world,RelatedTo
10,yesterday,year,RelatedTo
10,i,we,RelatedTo
10,good,sweet,RelatedTo
10,jump,run,RelatedTo
10,get,meet,RelatedTo
10,and,no,RelatedTo
10,give,my,RelatedTo
10,bright,yellow,RelatedTo
10,envy,doubt,RelatedTo
10,where,from,RelatedTo
10,fingernail,nail,RelatedTo
10,regret,sad,RelatedTo
10,push,squeeze,RelatedTo
10,tired,lazy,RelatedTo
10,short,few,RelatedTo
10,hold,get,RelatedTo
10,father,father-in-law,RelatedTo
10,what,yes,RelatedTo
10,our,we,RelatedTo
10,get,see,RelatedTo
10,father-in-law,mother-in-law,RelatedTo
10,leg,betelnut,RelatedTo
10,taro,die,RelatedTo
9,yoke,room,RelatedTo
9,teach,pour,RelatedTo
9,leg,cloud,RelatedTo
9,oath,dog,RelatedTo
9,room,adobe,RelatedTo
9,arrive,lung,RelatedTo
9,skin,loincloth,RelatedTo
9,yoke,house,RelatedTo
9,winnowing,bend,RelatedTo
9,knife,daughter-in-law,RelatedTo
9,town,root,RelatedTo
9,shoulder,shoulderblade,RelatedTo
9,root,tendon,RelatedTo
9,louse,we,RelatedTo
9,outrigger,ship,RelatedTo
9,extinguish,die,RelatedTo
9,coconut,black,RelatedTo
9,salty,idle,RelatedTo
9,tall,teach,RelatedTo
9,axle,post,RelatedTo
9,debt,fault,RelatedTo
9,sweep,firewood,RelatedTo
9,bone,rope,RelatedTo
9,wool,hair,RelatedTo
9,host,god,RelatedTo
9,name,tooth,RelatedTo
9,axle,arrow,RelatedTo
9,louse,yawn,RelatedTo
9,bridge,bed,RelatedTo
9,louse,bird,RelatedTo
9,fight,scold,RelatedTo
9,arrange,repair,RelatedTo
9,root,nose,RelatedTo
9,egg,stone,RelatedTo
9,clay,world,RelatedTo
9,press,strain,RelatedTo
9,peel,bowl,RelatedTo
9,soup,tear,RelatedTo
9,weave,drumming,RelatedTo
9,tall,dry,RelatedTo
9,sharp,fruit,RelatedTo
9,fire,grass,RelatedTo
9,host,husband,RelatedTo
9,earth,island,RelatedTo
9,night,sea,RelatedTo
9,sick,groan,RelatedTo
9,lick,banana,RelatedTo
9,master,dexterous,RelatedTo
9,fur,bark,RelatedTo
9,pus,rotten,RelatedTo
9,belly,fell,RelatedTo
9,carve,mold,RelatedTo
9,grind,pound,RelatedTo
9,head,powerful,RelatedTo
9,fire,thorn,RelatedTo
9,soul,deity,RelatedTo
9,earth,dirty,RelatedTo
9,lung,heart,RelatedTo
9,calf,shin,RelatedTo
9,rub,sweep,RelatedTo
9,thirsty,kill,RelatedTo
9,destroy,misplace,RelatedTo
9,leg,paw,RelatedTo
9,cave,cry,RelatedTo
9,straight,faithful,RelatedTo
9,earth,ash,RelatedTo
9,mountain,island,RelatedTo
9,stupid,mute,RelatedTo
9,wet,rotten,RelatedTo
9,join,tie,RelatedTo
9,fault,guilty,RelatedTo
9,sharp,sweet,RelatedTo
9,full,swell,RelatedTo
9,shut,tie,RelatedTo
9,lake,swamp,RelatedTo
9,jaguar,puma,RelatedTo
9,forge,strike,RelatedTo
9,claw,foot,RelatedTo
9,claw,hoof,RelatedTo
9,lair,pit,RelatedTo
9,speak,chat,RelatedTo
9,swim,splash,RelatedTo
9,heavy,four,RelatedTo
9,leaf,cut,RelatedTo
9,understand,obey,RelatedTo
9,elevation,height,RelatedTo
9,rudder,oar,RelatedTo
9,give,drink,RelatedTo
9,say,speech,RelatedTo
9,side,shore,RelatedTo
9,dark,dirty,RelatedTo
9,house,five,RelatedTo
9,fire,hell,RelatedTo
9,straight,stupid,RelatedTo
9,suck,squeeze,RelatedTo
9,new,seven,RelatedTo
9,weak,sick,RelatedTo
9,razor,knife,RelatedTo
9,ground,area,RelatedTo
9,give,betray,RelatedTo
9,kick,push,RelatedTo
9,front,before,RelatedTo
9,separate,choose,RelatedTo
